Ensembl,Mouse_Uniprot,Human_Ortholog,Human_Uniprot,SILAC_adrenal_gland,SILAC_brain_cortex,SILAC_brown_adipose_tissue,SILAC_cerebellum,SILAC_duodenum,SILAC_embryonic_tissue,SILAC_eye,SILAC_heart,SILAC_kidney,SILAC_large_intestine,SILAC_liver,SILAC_lung,SILAC_ovary,SILAC_pancreas,SILAC_skeletal_muscle,SILAC_spleen,SILAC_stomach,SILAC_subcutaneous_adipose_tissue,SILAC_thymus,SILAC_uterus,TPM_adrenal_gland,TPM_brain_cortex,TPM_brown_adipose_tissue,TPM_cerebellum,TPM_duodenum,TPM_embryonic_tissue,TPM_eye,TPM_heart,TPM_kidney,TPM_large_intestine,TPM_liver,TPM_lung,TPM_ovary,TPM_pancreas,TPM_skeletal_muscle,TPM_spleen,TPM_stomach,TPM_subcutaneous_adipose_tissue,TPM_thymus,TPM_uterus
ENSMUSG00000086784,P85094,NA,NA,0.07795024,-1.78150986,2.102702237,-0.587146191,-1.659526337,-1.204651397,-0.598944308,1.166733423,1.969461672,-1.467363388,1.113990848,-2.031818119,-1.685143825,-0.337327331,0.575633385,-0.779622643,-1.268491188,1.035484213,0.508592127,-0.286010751,0.992078988,-2.654284169,0.65685534,-1.271344972,1.465306436,-2.792250814,-0.795940724,0.655390515,2.794683213,-0.28901037,2.877398335,-0.663187192,-0.2585967,1.374385993,-0.282883007,0,0.545898457,1.376381283,-0.4318141,NA
ENSMUSG00000027810,Q8BJW6,ENSG00000144895,Q9BY44,0.384752114,-3.752167448,0.581034105,-1.259569766,1.020169819,0.896045751,-0.844879528,-1.036370571,0.158288702,0.469515529,1.114993496,-0.48353687,0.26887693,1.957417759,0.29380666,-0.118668723,0.075610188,0.159194908,-0.645489838,0.090677065,-3.198124939,2.003563402,2.315212708,1.03779219,-2.742159485,2.198804538,-0.475656508,0.268165234,0.021307764,0.148879785,-0.089182628,-0.837331448,-1.795777422,0.088684286,3.393731543,-0.994584252,-2.65340894,-0.019937984,-0.069739442,NA
ENSMUSG00000028792,Q9WTP6,ENSG00000004455,P54819,0.24391982,-2.108534813,2.292657705,-2.863837717,-1.273542317,-2.16541674,-1.7053077,0.112676606,0.22529374,0.007554989,1.122893591,-2.383606221,-1.533332187,-0.414862068,-0.564663847,-1.741667527,-1.218092513,1.157812451,-0.728907656,-1.442965849,0.040742368,-1.799804823,2.690048876,-1.287718229,1.898347573,1.039330093,0.892536046,-0.328596046,0.751924748,1.649237828,2.278827865,-1.204644421,-0.716028713,1.227048512,-0.538425231,0,0.162199171,1.433874356,-0.179575665,NA
ENSMUSG00000017485,Q64511,ENSG00000077097,Q02880,-0.683285906,NA,-0.415071955,-0.88459106,0.836574654,1.537469246,NA,NA,-0.383229236,-0.283493853,1.124081436,NA,0.839349992,0.180391362,NA,0.532207667,NA,-0.620044103,-0.076124218,0.569961199,0.426699335,2.166167778,1.213315629,1.118575893,-0.928452997,2.99267844,0.688490658,-0.489323429,-1.174593959,-1.089262413,-1.109247202,0,0.16433993,-0.349493153,1.366044192,0.564281234,-0.866736404,-0.4359251,1.586854899,NA
ENSMUSG00000063273,G3X8Y3,ENSG00000164134,Q9BXJ9,-0.07480076,-2.462691231,0.618676868,-0.046900198,0.838432297,0.802180835,0.392011523,-1.082959733,-0.239303002,0.495837741,1.125953077,-0.330396834,0.169886836,0.338089796,-0.009102896,-0.161078584,-0.988121706,0.478032894,-0.286708749,-0.532430007,-0.749872675,2.949914376,2.350124907,1.609954693,-1.840566147,3.55758681,-0.534780682,0.765122927,-0.547194417,-0.076845394,0.030376952,-0.70791678,-0.981288223,NA,3.90869724,-0.40008818,-1.66825607,-0.019937984,0.020985957,0.751714682
ENSMUSG00000029722,Q3U2K8,ENSG00000106351,O95081,0.418847941,2.569736064,0.297450365,1.311041588,NA,-0.571961494,NA,NA,1.152874991,-0.172604747,1.126399614,NA,0.203168012,NA,NA,0.148051253,-0.700941382,0.998044002,2.014807206,NA,1.887910618,-0.616797394,-0.4698661,-0.156452945,0.220216802,-1.772853347,-0.864984461,-0.558734097,0.698875025,-0.724097352,1.660268423,0,0.380894467,-1.50251524,-3.033030907,0.504094545,0.09864506,0.553430528,2.859891398,NA
ENSMUSG00000028743,Q8CG76,ENSG00000162482,O95154,-0.046414509,-0.968043156,0.572522096,-1.005453439,-1.075040195,-1.906255317,-0.838321636,-0.354307771,1.840682948,-0.622562214,1.127440532,-1.131137313,-0.77303117,-0.028146552,NA,-1.237556295,-1.26200001,-1.052952492,-1.29992322,-0.766477976,1.537280122,-1.934555804,-0.067930454,-2.067754695,3.111981899,-1.397214226,-0.098571508,-0.076268488,2.072139179,0.493490255,2.271585608,-0.909699645,0.371164616,0.590466039,0.30702961,-0.373137111,1.084369113,-0.946741954,-1.156768982,NA
ENSMUSG00000021474,Q99JR1,ENSG00000164466,Q9H9B4,0.134700007,-2.071863498,1.446646463,-0.469158986,-0.463567512,-1.872526332,-1.128724147,-1.989305445,1.318046215,-0.703623997,1.129257538,-1.815243261,-0.950333069,0.144358201,-0.845953693,-1.304323147,-2.066694128,0.572315615,-1.326049466,-1.669978497,0,0.720423299,2.550644588,-0.0018331,1.298447227,0.724748854,-0.391766424,-1.020757806,2.275534849,1.587149427,1.65683249,-1.315564099,-0.527244269,0.689464732,-1.488109751,-0.379627413,-0.575339841,0.862131674,-0.449649417,NA
ENSMUSG00000031320,P62702,ENSG00000198034,P62701,-0.329134256,-2.288735632,-0.406796726,-2.744459155,1.03243047,-0.051463219,-1.373670136,-0.926957317,-1.269172196,-0.15541768,1.130688566,-3.247372892,-1.069797092,3.372986181,0.140725548,-2.173373634,0.455772466,-1.248953536,-2.628662362,-0.56623857,-2.339760015,-5.344860032,0.651062964,-0.039891671,-1.570047884,-3.729726038,1.845169038,0.931979206,0.823694976,1.824520668,0.267893221,0.852363534,-0.15637564,4.747571924,-5.654460696,0.657985033,-1.287693034,1.22541942,1.229113137,NA
ENSMUSG00000024782,Q9WTP7,ENSG00000147853,Q9UIJ7,0.459465134,0.50687245,1.91892301,-1.033683653,-0.013074737,-3.011313088,-0.937945595,1.547199013,1.519125635,-0.202379848,1.131882562,-0.437079815,-0.739986448,1.593055596,-0.374007187,-2.108004546,1.127780793,0.429051978,-1.505945075,-0.128181868,1.613032835,-0.849314478,1.77663461,-1.201957078,1.201286125,-1.867842453,0.643207229,-0.076268488,0.547793906,-0.155869609,1.841003066,-0.430435582,-0.226707509,-0.431007002,0.45234795,-1.42170045,1.440559561,0.20386806,-1.195116938,NA
ENSMUSG00000003559,Q91WU5,ENSG00000214435,Q9HBK9,0.836678377,-2.333574172,-1.453493333,-1.437081502,-0.578701339,-1.240957353,0.083865539,0.584028349,0.930487252,0.254958684,1.135679061,-0.243572243,-0.23507211,-2.187865006,-0.389647617,-0.13969716,-1.700193661,-0.898269882,0.075749171,-0.605432183,0.549404601,-0.298773492,0.128393907,-0.209412966,0.85842749,-0.265206732,-0.127213809,2.082836456,1.70414342,1.275726724,2.121808177,0.069357873,-0.45476383,0.831454004,2.219108039,-0.087513943,-0.70896436,-0.019937984,-0.411714996,NA
ENSMUSG00000028145,Q3UUI3,ENSG00000159445,Q5T1C6,-2.064306047,3.014783005,-0.322643196,2.65742553,-1.56285827,-2.322702066,-0.135992456,0.364491564,0.849451959,-1.351402509,1.136996761,-2.153286628,-2.403625441,NA,NA,-1.979582331,NA,-2.453845143,-1.934225536,-2.330602158,-1.829116162,3.329281816,3.283923502,2.933688951,-0.174041404,0.576535634,-0.421670865,1.39989852,1.464456419,0.411326832,1.759231272,-0.478646023,-2.638867013,-1.62082196,3.323534211,-1.406391014,-1.320271576,-0.335078594,-0.456665951,NA
ENSMUSG00000090862,P62301,ENSG00000110700,P62277,-0.538761195,-0.273434908,-0.351710237,-2.830524669,0.80021716,-0.346386086,-1.908027351,0.098988787,-0.887050379,-0.299342283,1.14086714,NA,-1.270060042,4.087552809,0.279408157,-2.881892421,0.507720592,-1.086497278,-2.626805119,-0.98105608,-0.614736916,-2.127505072,3.158430516,0.172039537,-0.220224792,-0.254731135,-2.997505261,0.79324569,-0.03381032,0.907042949,0.250588926,-0.170411365,-0.400622419,5.217800899,-2.291675297,1.056246091,-0.427740739,0.597790472,1.045646159,NA
ENSMUSG00000029201,O70475,ENSG00000109814,O60701,-2.578740602,-3.423300282,-2.825356667,-4.454991787,0.74311201,-2.192669192,-2.343240308,-1.971046429,-1.030715336,2.887796132,1.148004806,-2.999719347,-2.184209796,-3.586458816,-0.505020286,-3.976570643,0.083041535,-1.25899177,-3.148832865,-2.074085122,-0.872812842,0.03933541,0.403928764,-0.039891671,2.023650903,0.752090089,0.235144574,-0.777382931,0.810685276,1.401091533,2.457809694,-0.407157992,-0.601058756,-0.692093964,-1.289515451,-0.928401544,1.510688195,0.561856176,-0.624576956,NA
ENSMUSG00000021996,H3BKH6,ENSG00000139684,P10768,0.466709248,-1.934577969,-0.385055967,-0.825080714,0.070943359,-1.67390059,-0.251746459,-0.640234843,1.317790483,-0.06079571,1.149424255,-0.400067491,-0.656896898,-0.249260263,0.365739637,-0.588865829,-0.424946606,-0.004148469,-0.145963974,-0.472100155,-0.344707623,-1.086162895,2.842399178,1.045930712,0.388811802,-1.3868603,0.870559057,1.183487189,2.773148095,1.798133655,2.501926376,0,-0.639558459,1.545406917,-0.56819919,-0.512892822,0.600826013,0.710811984,-0.295226961,NA
ENSMUSG00000000441,Q99N57,ENSG00000132155,P04049,-0.197964958,NA,0.457124763,0.029531121,0.349518592,1.289263317,NA,NA,NA,0.520145614,1.15366188,0.671089559,0.68727237,NA,NA,NA,0.484059448,1.045623677,NA,0.259782987,-0.417929424,-0.849479592,-0.447343589,-0.241255549,-0.174041404,-0.067421716,0.925874917,0.684975865,-0.243303409,0.225107007,0.508274045,-0.190104678,-0.209712478,0.320294672,1.567743899,0.013147025,0.559687739,0.316459127,0.385043454,NA
ENSMUSG00000059890,G3X9Y5,ENSG00000110344,Q14139,0.391759921,-1.500887938,0.584763376,0.893372,0.156388326,0.360454438,0.198225395,NA,-0.100426184,0.087170501,1.159432287,0.198389846,0.210803874,NA,NA,0.70846234,NA,0.121341232,0.488110956,NA,-1.203883582,1.183346404,1.285470109,0.575833755,-1.046247509,1.571147138,-0.823728034,-0.341806731,0.16606979,0.056129876,0.743396153,-0.448406714,-1.301586221,-0.646139106,1.788010596,-0.156157013,-1.380409471,-0.019937984,0.283319744,NA
ENSMUSG00000025362,P62855,NA,NA,0.360161561,0.420070993,0.308240311,-2.221445877,0.404757827,3.002287235,NA,NA,-0.704066466,0.271403085,1.16278318,-2.472719886,NA,3.620086385,NA,NA,NA,NA,NA,NA,0.127481012,-3.992450487,-0.234058366,-2.272910659,0.971223978,-4.097608834,1.484433232,-0.550855833,-0.12743525,0.886207833,0.276147168,-0.741711256,0.473503373,4.512915436,-3.631736032,0.779171965,0.874586636,-0.288030992,0.130760926,NA
ENSMUSG00000032763,Q8BU33,ENSG00000105135,A1L0T0,-0.137052919,NA,0.23220157,-0.079583136,0.677354918,NA,-0.900903979,-1.666204094,NA,0.706293553,1.163820686,NA,NA,NA,NA,NA,NA,0.883250371,0.046240101,NA,0.497589106,-1.531452961,-1.45591715,-0.039891671,2.524519669,-2.373079745,0.045348433,-0.116232475,0.132550769,1.601954983,0.994073097,-0.3039224,0.390412742,-0.822319826,-1.723705728,0.314627203,1.278114576,-0.171880806,2.249842192,NA
ENSMUSG00000022982,P08228,ENSG00000142168,P00441,1.082726968,1.269709165,0.570885785,-0.645330531,-1.943213846,-2.69738405,0.370669276,0.496719689,-0.135046701,-0.310299383,1.173007602,-0.358556297,-0.47686247,0.272567936,2.231082492,-1.307522751,-0.889884142,0.794693979,-0.674035013,-0.352970507,0.827622122,-2.604286575,1.949895335,-0.039891671,0.169355256,-3.556703237,2.676605866,0.201397866,1.032288242,-0.117189132,2.844234142,0.02684916,-0.285053091,4.123935506,-1.743917525,-1.039903557,-0.472002735,0.064661792,-1.168944391,NA
ENSMUSG00000042605,E9QM77,ENSG00000204842,Q99700,0.927272125,-0.365389552,2.424586006,0.269963087,0.268544797,1.000153776,-0.166921017,-0.420392851,0.592162144,0.097344089,1.173928772,-0.129870828,0.037327254,-0.037339794,NA,-0.444773206,-0.013112482,0.860084871,0.160012515,-0.115126657,0.710160449,-0.13789568,0.037544301,-0.631089114,-0.011350416,-0.305862177,-1.109244561,0.175710325,-0.366549846,-1.302382127,0.160627991,-0.613630903,0.022643675,-1.140729371,-0.126072562,-0.265847224,0.106030317,-0.777921803,0,NA
ENSMUSG00000020464,Q8K1R3,ENSG00000138035,Q8TCS8,0.962390596,-2.173907189,2.150628283,-0.39422839,0.032094999,-0.436018115,-0.877414325,0.732772033,0.934204858,0.489828749,1.173990388,-0.72524347,-0.292535693,-0.844303944,NA,-0.264330096,-0.364841724,0.194906202,-0.617437764,-0.786859701,-0.591971316,1.145047308,2.556168487,0.88165109,-1.271467368,2.190201788,-1.44890858,0.158938591,-0.12743525,0.103664247,0.354646737,-0.922799715,-0.304412924,-2.263395825,1.575853373,-0.36279701,-1.807832135,-0.164227123,0.134197395,NA
ENSMUSG00000022629,E9Q0J5,ENSG00000139116,Q7Z4S6,-0.727500956,-0.336396496,-0.994005083,1.490692748,0.338646928,0.567467159,0.310475832,-2.062727566,0.421951258,-0.126565408,1.174944086,0.27186368,NA,1.817616615,NA,NA,NA,-1.396987154,0.395734258,-1.185770964,-0.775467343,4.046559337,0.972088673,3.17608306,-1.657684614,1.736365335,3.18121418,0.122362648,1.183963659,-0.679878552,0.938195042,0,0.19799613,0.911109381,2.393595831,-3.37649376,-0.613361535,-1.006708224,-2.111003484,NA
ENSMUSG00000026356,Q922B2,ENSG00000115866,P14868,0.059956985,-0.85573077,0.217047997,0.053712373,0.309464074,0.125878771,0.411794343,-0.076542433,-0.142868176,0.169017905,1.181974118,-0.039470988,0.205944873,1.739283508,0.581770376,0.063203737,-0.216662603,0.147105314,0.615226433,0.300414209,-0.847847525,1.814279249,2.484007863,0.943691003,-2.058859787,2.694255356,0.664871424,0.605710257,0.459484717,-0.253754209,0.934272174,-0.445569293,-1.070373693,1.135745772,3.71291239,-0.449508885,-2.030733936,0.258526376,0,NA
ENSMUSG00000020457,P32233,ENSG00000185721,Q9Y295,-0.271508531,0.315840661,-0.316692623,-0.859440226,-0.139927016,1.180114418,NA,NA,-0.269643366,0.277444663,1.185502191,-0.307820498,0.240060761,2.175183959,-1.431700841,1.350801939,0.049037484,-0.465238538,0.547849294,0.412951728,-1.580143225,1.293579851,1.053626797,0.788309197,-2.017828585,1.510775459,0.537524817,0.028079126,-0.086213325,-0.215096112,0.310152942,-0.503813887,-1.034011052,0.728979885,1.634218038,-0.584531592,-1.907461649,-0.080896429,0.189019364,NA
ENSMUSG00000029686,Q9WTX6,ENSG00000055130,Q13616,0.151751807,-2.025814188,0.617832931,0.608601118,0.769573513,1.007945177,0.117305409,0.704597659,-0.30151648,0.221123042,1.187052323,0.076000964,0.733282371,0.053633579,-0.491221882,-0.236624188,NA,0.536394696,-0.259568452,-0.461738079,-0.974286082,1.774194718,0.900135134,1.108942765,-0.93885443,1.81268193,0.96703195,0.390416411,0.081129652,0.106179463,0.163529908,-0.346249704,-0.945152781,0.437303979,2.299342425,-0.447894902,-0.872804325,-0.019937984,-0.540168271,NA
ENSMUSG00000028158,O08601,ENSG00000138823,P55157,-3.319092473,-3.595500754,-4.155334522,-4.796995469,-2.326217442,-4.719448257,-3.102414232,-1.928478435,-3.893315091,-3.861676396,1.190624238,-4.692160413,-4.59360089,-4.241103906,-0.559156732,-5.385839024,-3.911699658,-3.093889657,-4.528005693,-3.064410831,-2.850838316,1.177683352,-0.26124537,0.602853522,5.912236578,1.407976611,1.012207252,-0.076268488,1.219176411,6.17427568,5.377216281,-2.33140558,-1.783002562,1.809528204,0.576662249,-3.974719967,-3.610340158,-1.236551436,-2.047932264,NA
ENSMUSG00000028194,Q9CWS0,ENSG00000153904,O94760,-2.829125517,2.000883315,-3.151330651,1.691652657,-3.939491469,-2.126424955,1.079990798,-0.844858907,1.449472353,-0.034742124,1.190903989,-0.067733892,-2.851854304,-3.612053367,-0.312834543,-4.334957639,-3.128116283,-2.880958782,-3.456235489,-2.633571922,-1.812321828,3.92690452,-2.706653865,2.708661247,-1.283835879,1.767473036,1.296333069,-0.076268488,4.523582664,1.849103158,4.930354481,1.815843892,0.848445484,-4.153288249,0.347783475,-2.029833037,-1.527613967,-0.361300299,-1.47949541,NA
ENSMUSG00000036257,Q8K1N1,ENSG00000135241,Q9NP80,0.382774526,NA,NA,0.729223058,NA,NA,NA,NA,NA,-0.809645417,1.191308794,NA,-0.123404641,NA,NA,-0.854851674,NA,NA,-0.764336817,-1.24888987,-0.992763845,2.663190913,3.935362968,1.567985664,-2.308408572,1.236908814,0.428023694,1.520111422,0.964746209,-0.475757507,1.467757087,0,-0.934147902,0.517312529,4.010773808,-0.987976087,-1.929409779,1.243865113,-0.802622776,NA
ENSMUSG00000031095,A2A432,ENSG00000158290,Q13620,0.235806913,-1.701803916,0.483244322,1.277078625,0.491135124,1.431720218,0.253730776,-1.048808354,-0.012919659,0.145135695,1.192833992,0.21950817,0.68544205,0.655425473,NA,0.557790264,NA,0.70452041,0.209891995,-0.040441408,-0.491352047,2.803224635,2.279710481,1.55320078,-1.550818487,3.632224356,-0.638152665,-0.076268488,0.363063277,-0.640961728,0.132063253,-0.198077968,-0.278330151,-0.806425946,1.39804631,-0.956751808,-1.331372902,0.110448543,0.338647703,NA
ENSMUSG00000040370,Q91V16,ENSG00000205707,Q6IPR1,1.463190333,-1.910766591,3.873294334,-2.708131777,-1.118158451,-2.643550622,-0.974060076,3.837741703,0.992107441,-1.519692154,1.193051841,-1.375473241,-1.445882345,1.505767113,-0.484233023,-0.632985482,1.161798669,1.048067396,-2.446565872,-1.065542526,0.244680686,0.846285865,5.313430816,0.969155813,-1.49462622,-0.254731135,1.087104551,2.277901835,1.274821189,-0.83066102,1.825906391,-0.575428808,-1.687986154,1.025678587,3.051191684,-1.206422695,-1.376749977,0.740693514,-0.948624061,NA
ENSMUSG00000054474,Q80W22,ENSG00000144115,Q86YJ6,-1.172236836,-1.599518689,-1.496582741,-2.633008329,-1.417395649,-3.598938288,-1.354000303,-1.890562439,1.984981632,-1.959852484,1.195670806,-1.658486203,-2.067513789,-0.323933773,-1.26590818,-2.572607323,-1.470099584,-0.510328105,-1.743224504,-1.317458592,0.996116933,-3.164383044,0.07263227,-1.742523765,1.793252367,-3.186572428,-0.089615917,-0.47211532,4.378574421,1.101343608,3.200966387,-0.35804135,0,-1.491155102,0.465466016,-1.692990558,0.565932727,0.595189315,-1.546935513,NA
ENSMUSG00000021178,P62192,ENSG00000100764,P62191,0.191039102,0.370563599,0.037619428,-0.810979802,0.361403565,0.880899927,0.597771737,0.760077301,0.115086242,0.52024546,1.19938913,-0.413606665,0.328633461,0.712701242,1.005690742,0.16052252,0.027500469,-0.634902978,0.750282921,0.628722498,-0.102445728,-0.336265118,1.988010966,1.776792623,-0.297695016,-0.791641691,1.678594951,1.019903348,0.685673132,0.825787772,1.649184678,0,-0.002549447,1.616386059,0.722798055,-0.029740739,-0.163592488,0.461059836,0.472636432,NA
ENSMUSG00000027668,Q811U4,ENSG00000171109,Q8IWA4,0.351443074,NA,1.577705396,0.387742535,NA,-0.978475422,0.407980476,NA,NA,0.54179936,1.200202526,NA,NA,-1.227906218,NA,NA,NA,NA,-0.876666498,-1.28338718,0,1.672439123,1.383759716,2.048838249,-0.800226436,0.946991339,-0.116780812,2.965108754,0.826780464,-0.09840129,0.705140628,-0.087866677,-0.14221831,-0.013930019,3.971067942,-0.979033875,-0.565609939,-0.133845478,-0.872382016,NA
ENSMUSG00000000753,P97298,ENSG00000132386,P36955,-0.129432842,-0.284075249,1.102997828,NA,NA,0.837498266,1.989439097,1.654319599,1.455816865,-1.316643715,1.203744723,1.729367691,1.999280859,0.3611792,-0.012087491,-0.498331841,1.341466832,2.302068027,-0.321682153,4.047751307,0,-1.162456836,1.405992634,-1.43795918,-1.9534648,0.643350765,4.280033178,1.040985941,-1.545710389,-1.894069374,5.131496385,0.553052132,2.16935057,-0.165181346,1.680187133,-1.740775267,0.600614435,2.931353087,-0.852472641,NA
ENSMUSG00000029136,Q8R1Q9,ENSG00000171174,Q9H477,-0.56905771,-2.189090627,-0.786735895,-2.458238685,-0.709200783,NA,NA,NA,0.903259107,0.434319411,1.206822964,-0.535810485,NA,1.16092766,NA,-0.36910051,NA,-0.17441659,0.04130972,NA,0.19452148,-0.224019914,0.31067595,-0.481079653,2.301968314,-0.700696749,-2.381783854,-0.112107374,1.777215778,2.215342503,2.244688872,-0.125465656,-1.130462782,-1.781931396,-0.420611616,0.510114164,0.156328638,-0.158012301,0.622344841,NA
ENSMUSG00000025260,A2AFQ2,ENSG00000072506,Q99714,0.511338814,0.634739706,2.396869787,-0.811135397,-0.101550081,-0.903363331,-0.752789091,2.776980923,1.540438156,-0.473557259,1.208994185,-0.065922464,-0.567415445,1.84231802,0.033801581,-1.056992465,1.904383255,0.628704309,-0.317521226,0.309142075,-0.108366547,-0.994166152,2.166108768,-1.789337679,-0.174041404,0.233991663,0.25411322,1.191198522,0.935192219,-0.097331306,1.693795417,-0.877116294,-0.165383765,0.910959733,1.295959785,-2.110376985,0.549680819,0.174677783,-0.653436916,NA
ENSMUSG00000029826,D3Z5I1,ENSG00000105939,Q7Z2W4,0.37772254,-2.229537415,0.129878239,-2.458537662,0.794130806,NA,-1.345932273,NA,-0.76079754,0.788456995,1.211863408,0.44526921,0.419073055,NA,NA,-0.291035162,0.825050984,0.470422692,NA,0.877134823,0.63757115,-2.057413059,-0.687379862,-2.652848302,0.150128246,-1.092806531,-2.075036131,-0.818127703,-0.847618634,0.757712901,0.801072176,0.248403027,0.471444665,-0.129423811,-1.260198941,1.778766927,-0.088127217,0.081242151,1.666689778,NA
ENSMUSG00000059811,Q6PA06,ENSG00000119787,Q8NHH9,0.474147789,NA,0.808820369,0.849171747,0.704520633,NA,0.035463014,NA,NA,0.22790581,1.213284022,NA,NA,-0.177228646,NA,NA,NA,NA,NA,NA,-0.42296727,1.279223648,1.084331461,1.489441869,-0.36417628,0.516111625,1.021471056,0.281271491,-0.170191041,0.368200743,1.260442179,-0.996833724,-1.175096355,0.537821798,4.457943382,-1.025056824,-1.97278915,-0.019937984,1.274258131,NA
ENSMUSG00000040296,Q6Q899,ENSG00000107201,O95786,0.615019254,-2.959631702,-0.220937882,-2.526042691,-0.19414945,-2.482893774,-0.956407096,-1.599895286,-0.579603038,-0.220098272,1.213979646,1.040461041,0.157697644,-1.62658157,-0.164234376,1.089568236,-1.83405416,0.355263769,0.095748334,-0.038253074,0,-1.965202048,-0.12307766,-2.841725714,0.347382541,-2.406404082,-3.114613813,-0.475842719,0.150498592,0.517167414,0.427421429,0.369966791,-0.682314516,-1.522177302,-1.88753209,1.189736932,-1.365731305,0.268254308,0.415738098,NA
ENSMUSG00000031958,Q7TNG8,ENSG00000166816,Q86WU2,-0.136795219,-2.7515493,0.899884842,-3.925438525,-1.938296186,NA,-1.791365547,-0.178979399,2.584487647,-3.378167993,1.214200252,-4.14296527,-2.169646066,-0.164009924,0.666903119,-3.813816175,-0.592233849,-0.446862664,NA,NA,2.630535106,-1.300295533,2.371385658,-0.324743225,-0.174041404,-5.566607787,-1.048120711,1.973036805,4.286816861,-2.173520904,4.086004079,-0.925700162,0.591632826,0.43483609,1.767571251,-2.534930022,2.107323235,1.091843858,-0.737931552,NA
ENSMUSG00000030313,A2RSQ0,ENSG00000170456,Q6ZUT9,NA,NA,NA,0.64635164,1.062746369,NA,NA,2.579174821,NA,1.935409837,1.214358936,NA,NA,-2.203521194,NA,NA,-1.795485828,0.459518019,0.099580021,-1.157078227,-0.907106624,2.824895193,0.070788659,1.50457056,0.869392344,1.879593595,-3.150781115,-0.157422957,0.066594783,0.339083185,2.079555234,-0.143015939,-0.783913178,-1.527108165,-0.284713208,0.317359903,-3.362390624,-0.689494515,-2.780374646,NA
ENSMUSG00000028470,Q5M9J2,ENSG00000137133,Q9BX68,-0.398906161,0.374552955,1.807712405,-0.943662289,-1.128333055,-4.026686987,-0.687981665,3.0570561,2.126053856,-0.86990793,1.221648101,-0.91729225,-1.951107718,-0.080589561,0.371346747,-2.946520283,-0.088778699,0.052734427,-2.255796284,-1.530628422,0.174684491,-1.838953781,1.824402309,-0.953579214,0.414015952,-2.537949165,0.486613892,1.10823392,1.899741313,-0.129323086,2.034706448,-0.686142766,-0.860465306,1.089086599,0.025786957,-1.36313784,0.373053843,-0.019937984,-1.842276991,NA
ENSMUSG00000006517,Q3UYC1,ENSG00000167508,P53602,-0.476801162,-0.682447903,-0.401808529,-0.793985251,0.088525442,0.69628549,-0.567721236,NA,0.763136737,0.942874889,1.2229832,-0.947950849,-0.269873749,-0.89854322,NA,-0.791604409,NA,0.105694989,-0.201925139,NA,1.270985264,-1.528302608,-1.060720941,-0.183853088,0.891520927,-0.575651523,-0.016387577,-1.207958546,1.270269172,1.051840549,2.211249851,0.176398919,0.423354528,-0.89375507,-1.754533801,0.595305828,1.24376402,-0.019937984,-0.217950733,NA
ENSMUSG00000061130,P36993,ENSG00000138032,O75688,0.433771438,-0.619171306,1.086227451,0.391231124,-0.401222102,0.145955326,0.915213553,0.84870838,0.151609691,0.128551072,1.225784265,0.379016636,NA,NA,NA,0.070446336,NA,0.542062699,0.683137423,-0.294528402,0.615679343,-0.266403316,2.184699788,1.559147529,0.123646459,-0.39900196,1.31827392,0.83725413,0.352193264,-0.107468529,1.579216292,-0.068021155,-0.926206217,1.48140948,1.394142541,-0.167699446,-0.637584591,-0.30282195,0,NA
ENSMUSG00000040354,E9QB02,ENSG00000166986,P56192,0.115759617,-1.850012754,0.350190564,0.251974705,0.511449258,0.577897407,0.02876148,NA,-0.195981471,0.435507768,1.235054156,-0.821945297,-0.318932288,1.031716513,-0.04980006,-0.053538262,-1.181121297,0.057694588,-0.062971435,-1.047903217,0.991521547,-1.086190579,-0.815602156,-0.33116753,-0.342758874,-0.254731135,0.979105609,-0.206942115,-0.484983936,0.041699676,1.027377017,-0.515496821,0.297984991,0.570722595,0.808618693,0.235697289,0.37278297,0.065139171,0.265874357,NA
ENSMUSG00000021646,B2RUK5,ENSG00000131844,Q9HCC0,0.877837141,-2.877924922,2.88139884,-1.053825151,-0.657315807,-2.291302526,-0.68440009,1.277614918,1.846462788,-1.266077589,1.235567444,-0.978490034,-0.680155311,0.770308797,0.067946982,-1.940960743,0.257831343,1.33586646,-1.179655642,-1.302468479,1.084321175,-0.217815089,2.873007637,-0.27987964,-0.344785155,-0.254731135,-0.63765461,1.13896495,1.852794382,-0.504730311,2.101671459,-0.331324579,-0.22653221,-0.685910369,1.990364072,-1.089837204,0.516682674,0.806877266,-1.710828564,NA
ENSMUSG00000022841,P84091,ENSG00000161203,Q96CW1,-0.460937642,0.074426017,-0.412697633,2.052748914,0.287439071,-0.125826041,-0.064203923,-0.530913689,0.253967512,-0.435886744,1.242223619,-0.252910083,-0.546560289,-0.776273598,0.263279631,-1.15707713,-0.204949485,0.314238844,-1.80366059,-0.96198162,-0.016509231,-4.085331577,-3.362190625,0.059309512,1.075460424,-5.456230982,-0.316472257,0.235531468,0.634934695,0.745371766,0.926881663,0,-0.156972701,2.287286835,-5.39530508,0.114298715,0.368493225,-0.201783412,0.208406562,NA
